song_name,name,song_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
I Try,Macy Gray,5TAf4lnZCZTLlZHNZMLFLi,73,0.593,0.642,2,-7.284,1,0.0299,0.313,0.000582,0.0804,0.736,76.403,audio_features,5TAf4lnZCZTLlZHNZMLFLi,spotify:track:5TAf4lnZCZTLlZHNZMLFLi,https://api.spotify.com/v1/tracks/5TAf4lnZCZTLlZHNZMLFLi,https://api.spotify.com/v1/audio-analysis/5TAf4lnZCZTLlZHNZMLFLi,239440,4
Kickstart My Heart,Mötley Crüe,7GonnnalI2s19OCQO1J7Tf,1,0.359,0.981,7,-3.622,0,0.303,0.00125,0.00236,0.284,0.271,178.98,audio_features,7GonnnalI2s19OCQO1J7Tf,spotify:track:7GonnnalI2s19OCQO1J7Tf,https://api.spotify.com/v1/tracks/7GonnnalI2s19OCQO1J7Tf,https://api.spotify.com/v1/audio-analysis/7GonnnalI2s19OCQO1J7Tf,282653,4
"Oh, Pretty Woman",Roy Orbison,52HAHV1j93s5B8GoTNI7DJ,66,0.609,0.584,9,-9.734,1,0.0353,0.725,0.0,0.0854,0.954,127.306,audio_features,52HAHV1j93s5B8GoTNI7DJ,spotify:track:52HAHV1j93s5B8GoTNI7DJ,https://api.spotify.com/v1/tracks/52HAHV1j93s5B8GoTNI7DJ,https://api.spotify.com/v1/audio-analysis/52HAHV1j93s5B8GoTNI7DJ,176933,4
Funky Cold Medina,Tone-Loc,2VWPTcpDIdObAvk4UtcJz9,0,0.984,0.781,5,-9.622,0,0.0912,0.0834,1.54e-06,0.0645,0.924,117.481,audio_features,2VWPTcpDIdObAvk4UtcJz9,spotify:track:2VWPTcpDIdObAvk4UtcJz9,https://api.spotify.com/v1/tracks/2VWPTcpDIdObAvk4UtcJz9,https://api.spotify.com/v1/audio-analysis/2VWPTcpDIdObAvk4UtcJz9,248160,4
Cold as Ice,Foreigner,7vidktgNZFQylTgH1GEnMs,70,0.562,0.609,3,-7.063,0,0.0271,0.0264,0.0,0.17,0.512,130.753,audio_features,7vidktgNZFQylTgH1GEnMs,spotify:track:7vidktgNZFQylTgH1GEnMs,https://api.spotify.com/v1/tracks/7vidktgNZFQylTgH1GEnMs,https://api.spotify.com/v1/audio-analysis/7vidktgNZFQylTgH1GEnMs,200213,4
Mustang Sally,The Commitments,7mWdQmeasG17YG0ygCZoNT,36,0.744,0.738,0,-10.771,1,0.0581,0.0111,0.0,0.0652,0.905,115.077,audio_features,7mWdQmeasG17YG0ygCZoNT,spotify:track:7mWdQmeasG17YG0ygCZoNT,https://api.spotify.com/v1/tracks/7mWdQmeasG17YG0ygCZoNT,https://api.spotify.com/v1/audio-analysis/7mWdQmeasG17YG0ygCZoNT,240907,4
Mustang Sally,Andrew Strong,7mWdQmeasG17YG0ygCZoNT,36,0.744,0.738,0,-10.771,1,0.0581,0.0111,0.0,0.0652,0.905,115.077,audio_features,7mWdQmeasG17YG0ygCZoNT,spotify:track:7mWdQmeasG17YG0ygCZoNT,https://api.spotify.com/v1/tracks/7mWdQmeasG17YG0ygCZoNT,https://api.spotify.com/v1/audio-analysis/7mWdQmeasG17YG0ygCZoNT,240907,4
Someone Like You,Adele,6QPKYGnAW9QozVz2dSWqRg,0,0.554,0.321,9,-8.251,1,0.028,0.893,0.0,0.0996,0.288,135.047,audio_features,6QPKYGnAW9QozVz2dSWqRg,spotify:track:6QPKYGnAW9QozVz2dSWqRg,https://api.spotify.com/v1/tracks/6QPKYGnAW9QozVz2dSWqRg,https://api.spotify.com/v1/audio-analysis/6QPKYGnAW9QozVz2dSWqRg,285240,4
Radio Ga Ga - Remastered 2011,Queen,1nQRg9q9uwALGzouOX5OyQ,74,0.744,0.502,5,-7.719,1,0.0359,0.183,0.000228,0.189,0.66,112.344,audio_features,1nQRg9q9uwALGzouOX5OyQ,spotify:track:1nQRg9q9uwALGzouOX5OyQ,https://api.spotify.com/v1/tracks/1nQRg9q9uwALGzouOX5OyQ,https://api.spotify.com/v1/audio-analysis/1nQRg9q9uwALGzouOX5OyQ,348227,4
Desperado - 2013 Remaster,Eagles,2TjnCxxQRYn56Ye8gkUKiW,66,0.228,0.224,7,-12.749,1,0.0311,0.946,0.000222,0.273,0.18,60.3,audio_features,2TjnCxxQRYn56Ye8gkUKiW,spotify:track:2TjnCxxQRYn56Ye8gkUKiW,https://api.spotify.com/v1/tracks/2TjnCxxQRYn56Ye8gkUKiW,https://api.spotify.com/v1/audio-analysis/2TjnCxxQRYn56Ye8gkUKiW,213713,4
Around the World,Daft Punk,1pKYYY0dkg23sQQXi0Q5zN,73,0.956,0.795,7,-5.311,1,0.15,0.00356,0.889,0.0906,0.841,121.294,audio_features,1pKYYY0dkg23sQQXi0Q5zN,spotify:track:1pKYYY0dkg23sQQXi0Q5zN,https://api.spotify.com/v1/tracks/1pKYYY0dkg23sQQXi0Q5zN,https://api.spotify.com/v1/audio-analysis/1pKYYY0dkg23sQQXi0Q5zN,429533,4
Super Trouper,ABBA,7AMnWNkwYPxaVDgkwmEEKj,0,0.767,0.632,0,-8.288,1,0.028,0.436,7.49e-06,0.2,0.953,118.35,audio_features,7AMnWNkwYPxaVDgkwmEEKj,spotify:track:7AMnWNkwYPxaVDgkwmEEKj,https://api.spotify.com/v1/tracks/7AMnWNkwYPxaVDgkwmEEKj,https://api.spotify.com/v1/audio-analysis/7AMnWNkwYPxaVDgkwmEEKj,254613,4
Run to Paradise,Choirboys,6Amt2E3nanH9lhZnas9oOs,60,0.698,0.71,9,-8.569,1,0.0452,0.161,0.0828,0.0489,0.691,138.797,audio_features,6Amt2E3nanH9lhZnas9oOs,spotify:track:6Amt2E3nanH9lhZnas9oOs,https://api.spotify.com/v1/tracks/6Amt2E3nanH9lhZnas9oOs,https://api.spotify.com/v1/audio-analysis/6Amt2E3nanH9lhZnas9oOs,251587,4
"Hello, I Love You",The Doors,3bWGaqVeYKMlLss40mPgNn,62,0.597,0.554,11,-14.144,0,0.0425,0.029,0.0,0.0766,0.963,117.835,audio_features,3bWGaqVeYKMlLss40mPgNn,spotify:track:3bWGaqVeYKMlLss40mPgNn,https://api.spotify.com/v1/tracks/3bWGaqVeYKMlLss40mPgNn,https://api.spotify.com/v1/audio-analysis/3bWGaqVeYKMlLss40mPgNn,133200,4
U Can't Touch This,MC Hammer,1B75hgRqe7A4fwee3g3Wmu,73,0.867,0.517,11,-13.22,0,0.088,0.00449,0.000343,0.0864,0.862,133.149,audio_features,1B75hgRqe7A4fwee3g3Wmu,spotify:track:1B75hgRqe7A4fwee3g3Wmu,https://api.spotify.com/v1/tracks/1B75hgRqe7A4fwee3g3Wmu,https://api.spotify.com/v1/audio-analysis/1B75hgRqe7A4fwee3g3Wmu,257360,4
Would I Lie To You?,Charles & Eddie,62R1MRux3R0v2cngA2xdJn,0,0.737,0.647,11,-7.076,0,0.0368,0.389,0.0,0.201,0.71,101.098,audio_features,62R1MRux3R0v2cngA2xdJn,spotify:track:62R1MRux3R0v2cngA2xdJn,https://api.spotify.com/v1/tracks/62R1MRux3R0v2cngA2xdJn,https://api.spotify.com/v1/audio-analysis/62R1MRux3R0v2cngA2xdJn,204387,4
We're Not Gonna Take It,Twisted Sister,1hlveB9M6ijHZRbzZ2teyh,73,0.502,0.924,4,-6.299,1,0.0503,0.0127,0.0,0.162,0.922,149.186,audio_features,1hlveB9M6ijHZRbzZ2teyh,spotify:track:1hlveB9M6ijHZRbzZ2teyh,https://api.spotify.com/v1/tracks/1hlveB9M6ijHZRbzZ2teyh,https://api.spotify.com/v1/audio-analysis/1hlveB9M6ijHZRbzZ2teyh,219667,4
Time After Time,Cyndi Lauper,1Jj6MF0xDOMA3Ut2Z368Bx,69,0.724,0.436,0,-9.321,1,0.0282,0.576,1.19e-06,0.0908,0.324,130.439,audio_features,1Jj6MF0xDOMA3Ut2Z368Bx,spotify:track:1Jj6MF0xDOMA3Ut2Z368Bx,https://api.spotify.com/v1/tracks/1Jj6MF0xDOMA3Ut2Z368Bx,https://api.spotify.com/v1/audio-analysis/1Jj6MF0xDOMA3Ut2Z368Bx,243067,4
Band On The Run - Remastered 2010,Paul McCartney,40b31eggZB30hoqXhGm4qc,0,0.479,0.601,7,-8.806,1,0.0318,0.0832,0.00142,0.11,0.669,124.966,audio_features,40b31eggZB30hoqXhGm4qc,spotify:track:40b31eggZB30hoqXhGm4qc,https://api.spotify.com/v1/tracks/40b31eggZB30hoqXhGm4qc,https://api.spotify.com/v1/audio-analysis/40b31eggZB30hoqXhGm4qc,313027,4
Band On The Run - Remastered 2010,Wings,40b31eggZB30hoqXhGm4qc,0,0.479,0.601,7,-8.806,1,0.0318,0.0832,0.00142,0.11,0.669,124.966,audio_features,40b31eggZB30hoqXhGm4qc,spotify:track:40b31eggZB30hoqXhGm4qc,https://api.spotify.com/v1/tracks/40b31eggZB30hoqXhGm4qc,https://api.spotify.com/v1/audio-analysis/40b31eggZB30hoqXhGm4qc,313027,4
Handle With Care,Traveling Wilburys,4wdvkTP86WAvmr1pB01KFw,0,0.675,0.752,7,-5.949,1,0.0282,0.119,0.0,0.252,0.745,115.081,audio_features,4wdvkTP86WAvmr1pB01KFw,spotify:track:4wdvkTP86WAvmr1pB01KFw,https://api.spotify.com/v1/tracks/4wdvkTP86WAvmr1pB01KFw,https://api.spotify.com/v1/audio-analysis/4wdvkTP86WAvmr1pB01KFw,199587,4
I'm On Fire,Bruce Springsteen,3PzsbWSQdLCKDLxn7YZfkM,79,0.62,0.446,1,-14.451,0,0.0347,0.589,0.0299,0.0727,0.868,88.591,audio_features,3PzsbWSQdLCKDLxn7YZfkM,spotify:track:3PzsbWSQdLCKDLxn7YZfkM,https://api.spotify.com/v1/tracks/3PzsbWSQdLCKDLxn7YZfkM,https://api.spotify.com/v1/audio-analysis/3PzsbWSQdLCKDLxn7YZfkM,155880,4
Who Do You Think You Are,Spice Girls,1jI1aLmm5HTwiMtvsbwDJw,61,0.727,0.83,6,-6.658,0,0.0376,0.023,0.00362,0.73,0.899,118.002,audio_features,1jI1aLmm5HTwiMtvsbwDJw,spotify:track:1jI1aLmm5HTwiMtvsbwDJw,https://api.spotify.com/v1/tracks/1jI1aLmm5HTwiMtvsbwDJw,https://api.spotify.com/v1/audio-analysis/1jI1aLmm5HTwiMtvsbwDJw,240707,4
Bring Me To Life,Evanescence,646J2jOtUe4Jflrmh6JFjN,0,0.312,0.946,4,-3.209,0,0.107,0.00749,2.93e-06,0.288,0.297,189.892,audio_features,646J2jOtUe4Jflrmh6JFjN,spotify:track:646J2jOtUe4Jflrmh6JFjN,https://api.spotify.com/v1/tracks/646J2jOtUe4Jflrmh6JFjN,https://api.spotify.com/v1/audio-analysis/646J2jOtUe4Jflrmh6JFjN,235893,4
Walk Like an Egyptian,The Bangles,5ZEKq8JRtVVXZXEZ9eI9Wf,53,0.717,0.84,11,-12.781,1,0.104,0.00785,5.94e-06,0.296,0.788,103.043,audio_features,5ZEKq8JRtVVXZXEZ9eI9Wf,spotify:track:5ZEKq8JRtVVXZXEZ9eI9Wf,https://api.spotify.com/v1/tracks/5ZEKq8JRtVVXZXEZ9eI9Wf,https://api.spotify.com/v1/audio-analysis/5ZEKq8JRtVVXZXEZ9eI9Wf,204933,4
When a Man Loves a Woman,Percy Sledge,51FpzuGkRYXFgsE2zXt9av,68,0.516,0.15,1,-20.41,1,0.0272,0.13,0.0755,0.122,0.205,97.398,audio_features,51FpzuGkRYXFgsE2zXt9av,spotify:track:51FpzuGkRYXFgsE2zXt9av,https://api.spotify.com/v1/tracks/51FpzuGkRYXFgsE2zXt9av,https://api.spotify.com/v1/audio-analysis/51FpzuGkRYXFgsE2zXt9av,173867,3
Don't Look Back in Anger - Remastered,Oasis,0UvCh63URrLFcPkKt99hHd,73,0.327,0.938,0,-3.237,1,0.0636,0.0707,3.79e-06,0.148,0.327,162.933,audio_features,0UvCh63URrLFcPkKt99hHd,spotify:track:0UvCh63URrLFcPkKt99hHd,https://api.spotify.com/v1/tracks/0UvCh63URrLFcPkKt99hHd,https://api.spotify.com/v1/audio-analysis/0UvCh63URrLFcPkKt99hHd,289560,4
The A Team,Ed Sheeran,1VdZ0vKfR5jneCmWIUAMxK,73,0.642,0.289,9,-9.918,1,0.0367,0.669,0.0,0.18,0.407,84.996,audio_features,1VdZ0vKfR5jneCmWIUAMxK,spotify:track:1VdZ0vKfR5jneCmWIUAMxK,https://api.spotify.com/v1/tracks/1VdZ0vKfR5jneCmWIUAMxK,https://api.spotify.com/v1/audio-analysis/1VdZ0vKfR5jneCmWIUAMxK,258373,4
I Send A Message,INXS,4qOnrKELf9ahYOAaAMJhvR,0,0.816,0.508,0,-6.839,1,0.0644,0.0788,0.532,0.0745,0.666,136.439,audio_features,4qOnrKELf9ahYOAaAMJhvR,spotify:track:4qOnrKELf9ahYOAaAMJhvR,https://api.spotify.com/v1/tracks/4qOnrKELf9ahYOAaAMJhvR,https://api.spotify.com/v1/audio-analysis/4qOnrKELf9ahYOAaAMJhvR,202427,4
Sailing,Rod Stewart,6OuRbvP4PgbuzBIapVzmFJ,68,0.43,0.375,11,-9.949,1,0.0289,0.374,0.376,0.316,0.189,128.791,audio_features,6OuRbvP4PgbuzBIapVzmFJ,spotify:track:6OuRbvP4PgbuzBIapVzmFJ,https://api.spotify.com/v1/tracks/6OuRbvP4PgbuzBIapVzmFJ,https://api.spotify.com/v1/audio-analysis/6OuRbvP4PgbuzBIapVzmFJ,277960,4
Never Ever,All Saints,596XLiW6tohIgkcTMf4M6a,40,0.739,0.541,1,-5.485,1,0.0311,0.559,0.0,0.0492,0.31,134.196,audio_features,596XLiW6tohIgkcTMf4M6a,spotify:track:596XLiW6tohIgkcTMf4M6a,https://api.spotify.com/v1/tracks/596XLiW6tohIgkcTMf4M6a,https://api.spotify.com/v1/audio-analysis/596XLiW6tohIgkcTMf4M6a,387573,4
Smooth Criminal - 2012 Remaster,Michael Jackson,5T7ywazdGIydr6JCW6t02j,72,0.853,0.981,8,-3.947,1,0.0751,0.247,0.468,0.306,0.595,118.193,audio_features,5T7ywazdGIydr6JCW6t02j,spotify:track:5T7ywazdGIydr6JCW6t02j,https://api.spotify.com/v1/tracks/5T7ywazdGIydr6JCW6t02j,https://api.spotify.com/v1/audio-analysis/5T7ywazdGIydr6JCW6t02j,257760,4
Landslide,Fleetwood Mac,5ihS6UUlyQAfmp48eSkxuQ,79,0.414,0.161,7,-22.32,0,0.0318,0.883,0.000223,0.117,0.423,159.375,audio_features,5ihS6UUlyQAfmp48eSkxuQ,spotify:track:5ihS6UUlyQAfmp48eSkxuQ,https://api.spotify.com/v1/tracks/5ihS6UUlyQAfmp48eSkxuQ,https://api.spotify.com/v1/audio-analysis/5ihS6UUlyQAfmp48eSkxuQ,199493,4
Reckless (Don't Be So...) - Remastered,Australian Crawl,6sIXG1mxHIAAk3mW5meJZG,0,0.699,0.37,2,-9.182,1,0.0369,0.195,3.27e-05,0.0591,0.222,60.197,audio_features,6sIXG1mxHIAAk3mW5meJZG,spotify:track:6sIXG1mxHIAAk3mW5meJZG,https://api.spotify.com/v1/tracks/6sIXG1mxHIAAk3mW5meJZG,https://api.spotify.com/v1/audio-analysis/6sIXG1mxHIAAk3mW5meJZG,321338,4
(Baby I've Got You) On My Mind,Powderfinger,6xCC2LlSCEBmQn8BY4CRK2,18,0.37,0.971,3,-3.151,1,0.0871,0.00101,6.14e-05,0.0954,0.677,146.466,audio_features,6xCC2LlSCEBmQn8BY4CRK2,spotify:track:6xCC2LlSCEBmQn8BY4CRK2,https://api.spotify.com/v1/tracks/6xCC2LlSCEBmQn8BY4CRK2,https://api.spotify.com/v1/audio-analysis/6xCC2LlSCEBmQn8BY4CRK2,201067,4
Antmusic - Remastered,Adam & The Ants,2Hxu5SgaAVb65ovr2hCIkP,0,0.695,0.806,2,-4.119,1,0.142,0.101,0.00012,0.37,0.635,81.151,audio_features,2Hxu5SgaAVb65ovr2hCIkP,spotify:track:2Hxu5SgaAVb65ovr2hCIkP,https://api.spotify.com/v1/tracks/2Hxu5SgaAVb65ovr2hCIkP,https://api.spotify.com/v1/audio-analysis/2Hxu5SgaAVb65ovr2hCIkP,216960,4
West End Girls - 2001 Remaster,Pet Shop Boys,7FlwylpJSe3ea6m1IrkizS,0,0.648,0.947,4,-6.617,0,0.0369,0.0114,0.0567,0.105,0.602,113.255,audio_features,7FlwylpJSe3ea6m1IrkizS,spotify:track:7FlwylpJSe3ea6m1IrkizS,https://api.spotify.com/v1/tracks/7FlwylpJSe3ea6m1IrkizS,https://api.spotify.com/v1/audio-analysis/7FlwylpJSe3ea6m1IrkizS,245360,4
Money,Pink Floyd,0vFOzaXqZHahrZp6enQwQb,71,0.468,0.536,11,-10.422,0,0.144,0.024,0.00199,0.269,0.785,126.256,audio_features,0vFOzaXqZHahrZp6enQwQb,spotify:track:0vFOzaXqZHahrZp6enQwQb,https://api.spotify.com/v1/tracks/0vFOzaXqZHahrZp6enQwQb,https://api.spotify.com/v1/audio-analysis/0vFOzaXqZHahrZp6enQwQb,382834,1
We Are Family - 1995 Remaster,Sister Sledge,5IKLwqBQG6KU6MP2zP80Nu,69,0.784,0.893,7,-5.153,0,0.0923,0.3,1.57e-05,0.272,0.819,118.738,audio_features,5IKLwqBQG6KU6MP2zP80Nu,spotify:track:5IKLwqBQG6KU6MP2zP80Nu,https://api.spotify.com/v1/tracks/5IKLwqBQG6KU6MP2zP80Nu,https://api.spotify.com/v1/audio-analysis/5IKLwqBQG6KU6MP2zP80Nu,216733,4
Where Is The Love?,Black Eyed Peas,5qtkvVNDdfCT7QAW726uvO,0,0.826,0.679,5,-4.086,1,0.192,0.115,0.0,0.141,0.829,94.062,audio_features,5qtkvVNDdfCT7QAW726uvO,spotify:track:5qtkvVNDdfCT7QAW726uvO,https://api.spotify.com/v1/tracks/5qtkvVNDdfCT7QAW726uvO,https://api.spotify.com/v1/audio-analysis/5qtkvVNDdfCT7QAW726uvO,273067,4
Everybody Wants To Rule The World,Tears For Fears,40dJCw4xU6Bd5ie9rfagNo,0,0.637,0.811,7,-11.345,1,0.0583,0.363,0.00451,0.107,0.552,112.053,audio_features,40dJCw4xU6Bd5ie9rfagNo,spotify:track:40dJCw4xU6Bd5ie9rfagNo,https://api.spotify.com/v1/tracks/40dJCw4xU6Bd5ie9rfagNo,https://api.spotify.com/v1/audio-analysis/40dJCw4xU6Bd5ie9rfagNo,251480,4
Born To Be Wild,Steppenwolf,63OFKbMaZSDZ4wtesuuq6f,74,0.438,0.71,2,-12.412,1,0.0919,0.262,0.537,0.221,0.53,145.928,audio_features,63OFKbMaZSDZ4wtesuuq6f,spotify:track:63OFKbMaZSDZ4wtesuuq6f,https://api.spotify.com/v1/tracks/63OFKbMaZSDZ4wtesuuq6f,https://api.spotify.com/v1/audio-analysis/63OFKbMaZSDZ4wtesuuq6f,210373,4
Ray of Light,Madonna,4Fpsa3pYc3gozrxHRRPvR6,62,0.57,0.907,3,-7.822,1,0.0302,0.00111,0.618,0.0642,0.7,127.183,audio_features,4Fpsa3pYc3gozrxHRRPvR6,spotify:track:4Fpsa3pYc3gozrxHRRPvR6,https://api.spotify.com/v1/tracks/4Fpsa3pYc3gozrxHRRPvR6,https://api.spotify.com/v1/audio-analysis/4Fpsa3pYc3gozrxHRRPvR6,322000,4
Our Lips Are Sealed,The Go-Go's,78wTOLl1ANJtgOkOoNNZ06,43,0.62,0.819,8,-8.789,1,0.05,0.0162,0.0,0.0412,0.964,131.223,audio_features,78wTOLl1ANJtgOkOoNNZ06,spotify:track:78wTOLl1ANJtgOkOoNNZ06,https://api.spotify.com/v1/tracks/78wTOLl1ANJtgOkOoNNZ06,https://api.spotify.com/v1/audio-analysis/78wTOLl1ANJtgOkOoNNZ06,165627,4
April Sun in Cuba - Remastered 2006,Dragon,5TMgdFvav2yZriCDbK0IAl,35,0.787,0.653,2,-10.31,1,0.059,0.0587,7.6e-06,0.309,0.921,121.427,audio_features,5TMgdFvav2yZriCDbK0IAl,spotify:track:5TMgdFvav2yZriCDbK0IAl,https://api.spotify.com/v1/tracks/5TMgdFvav2yZriCDbK0IAl,https://api.spotify.com/v1/audio-analysis/5TMgdFvav2yZriCDbK0IAl,207960,4
Come On Eileen,Dexys Midnight Runners,5uzNa0SBGOe5pPnstWHMCt,0,0.466,0.615,0,-9.102,1,0.0492,0.413,0.0,0.343,0.812,108.016,audio_features,5uzNa0SBGOe5pPnstWHMCt,spotify:track:5uzNa0SBGOe5pPnstWHMCt,https://api.spotify.com/v1/tracks/5uzNa0SBGOe5pPnstWHMCt,https://api.spotify.com/v1/audio-analysis/5uzNa0SBGOe5pPnstWHMCt,273720,4
California Love - Original Version,2Pac,2eU63GLRBeMOszGRTCEE9E,0,0.761,0.835,7,-3.076,1,0.0425,0.031,1.44e-06,0.387,0.766,91.524,audio_features,2eU63GLRBeMOszGRTCEE9E,spotify:track:2eU63GLRBeMOszGRTCEE9E,https://api.spotify.com/v1/tracks/2eU63GLRBeMOszGRTCEE9E,https://api.spotify.com/v1/audio-analysis/2eU63GLRBeMOszGRTCEE9E,284907,4
California Love - Original Version,Roger,2eU63GLRBeMOszGRTCEE9E,0,0.761,0.835,7,-3.076,1,0.0425,0.031,1.44e-06,0.387,0.766,91.524,audio_features,2eU63GLRBeMOszGRTCEE9E,spotify:track:2eU63GLRBeMOszGRTCEE9E,https://api.spotify.com/v1/tracks/2eU63GLRBeMOszGRTCEE9E,https://api.spotify.com/v1/audio-analysis/2eU63GLRBeMOszGRTCEE9E,284907,4
California Love - Original Version,Dr. Dre,2eU63GLRBeMOszGRTCEE9E,0,0.761,0.835,7,-3.076,1,0.0425,0.031,1.44e-06,0.387,0.766,91.524,audio_features,2eU63GLRBeMOszGRTCEE9E,spotify:track:2eU63GLRBeMOszGRTCEE9E,https://api.spotify.com/v1/tracks/2eU63GLRBeMOszGRTCEE9E,https://api.spotify.com/v1/audio-analysis/2eU63GLRBeMOszGRTCEE9E,284907,4
Jailbreak,AC/DC,5UKeFkVeUfvP6S43I8s9mt,60,0.572,0.835,9,-5.552,1,0.079,0.00953,0.0144,0.012,0.591,131.567,audio_features,5UKeFkVeUfvP6S43I8s9mt,spotify:track:5UKeFkVeUfvP6S43I8s9mt,https://api.spotify.com/v1/tracks/5UKeFkVeUfvP6S43I8s9mt,https://api.spotify.com/v1/audio-analysis/5UKeFkVeUfvP6S43I8s9mt,280960,4
Kids In America,Kim Wilde,0q4xWbV08szzUpGPhVsrcD,0,0.566,0.769,4,-4.973,1,0.0469,0.0597,0.0,0.579,0.324,159.651,audio_features,0q4xWbV08szzUpGPhVsrcD,spotify:track:0q4xWbV08szzUpGPhVsrcD,https://api.spotify.com/v1/tracks/0q4xWbV08szzUpGPhVsrcD,https://api.spotify.com/v1/audio-analysis/0q4xWbV08szzUpGPhVsrcD,204480,4
You're Still The One,Shania Twain,7wCH9DbgRs7ujHeqNy6oAS,0,0.551,0.527,3,-7.119,1,0.0302,0.45,0.0,0.0867,0.642,133.758,audio_features,7wCH9DbgRs7ujHeqNy6oAS,spotify:track:7wCH9DbgRs7ujHeqNy6oAS,https://api.spotify.com/v1/tracks/7wCH9DbgRs7ujHeqNy6oAS,https://api.spotify.com/v1/audio-analysis/7wCH9DbgRs7ujHeqNy6oAS,212560,4
Lightning Crashes,Live,2VFRnfx3nzHdeSrFhtq9Jj,42,0.368,0.431,11,-9.258,1,0.0433,0.272,2.71e-06,0.118,0.463,82.046,audio_features,2VFRnfx3nzHdeSrFhtq9Jj,spotify:track:2VFRnfx3nzHdeSrFhtq9Jj,https://api.spotify.com/v1/tracks/2VFRnfx3nzHdeSrFhtq9Jj,https://api.spotify.com/v1/audio-analysis/2VFRnfx3nzHdeSrFhtq9Jj,324733,4
We Didn't Start the Fire,Billy Joel,38bDGWuyYdSdNfrFfbCiVS,55,0.711,0.967,7,-5.204,1,0.0474,0.0849,0.0,0.245,0.892,145.02,audio_features,38bDGWuyYdSdNfrFfbCiVS,spotify:track:38bDGWuyYdSdNfrFfbCiVS,https://api.spotify.com/v1/tracks/38bDGWuyYdSdNfrFfbCiVS,https://api.spotify.com/v1/audio-analysis/38bDGWuyYdSdNfrFfbCiVS,288400,4
Loser,Beck,5PntSbMHC1ud6Vvl8x56qd,71,0.654,0.611,2,-10.45,1,0.119,0.0337,0.000178,0.405,0.786,85.387,audio_features,5PntSbMHC1ud6Vvl8x56qd,spotify:track:5PntSbMHC1ud6Vvl8x56qd,https://api.spotify.com/v1/tracks/5PntSbMHC1ud6Vvl8x56qd,https://api.spotify.com/v1/audio-analysis/5PntSbMHC1ud6Vvl8x56qd,235000,4
Fernando,ABBA,1IxDBsZdVMhfkLqrZjARpk,0,0.353,0.526,9,-8.868,1,0.0299,0.583,2.17e-06,0.0762,0.467,110.517,audio_features,1IxDBsZdVMhfkLqrZjARpk,spotify:track:1IxDBsZdVMhfkLqrZjARpk,https://api.spotify.com/v1/tracks/1IxDBsZdVMhfkLqrZjARpk,https://api.spotify.com/v1/audio-analysis/1IxDBsZdVMhfkLqrZjARpk,255533,4
Shout To The Top - Full Version,The Style Council,6rmeuhnICjrgsrcKM6af5L,0,0.719,0.932,4,-6.244,0,0.0709,0.19,0.582,0.0238,0.843,143.849,audio_features,6rmeuhnICjrgsrcKM6af5L,spotify:track:6rmeuhnICjrgsrcKM6af5L,https://api.spotify.com/v1/tracks/6rmeuhnICjrgsrcKM6af5L,https://api.spotify.com/v1/audio-analysis/6rmeuhnICjrgsrcKM6af5L,254187,4
Chasing Cars,Snow Patrol,11bD1JtSjlIgKgZG2134DZ,2,0.563,0.592,9,-4.571,1,0.0276,0.209,5.08e-05,0.132,0.136,104.016,audio_features,11bD1JtSjlIgKgZG2134DZ,spotify:track:11bD1JtSjlIgKgZG2134DZ,https://api.spotify.com/v1/tracks/11bD1JtSjlIgKgZG2134DZ,https://api.spotify.com/v1/audio-analysis/11bD1JtSjlIgKgZG2134DZ,267933,4
Summer Breeze,Seals and Crofts,01UYpHuzHi4eB9PAbDoPY2,63,0.49,0.581,5,-6.566,1,0.0387,0.553,0.0177,0.0764,0.318,88.719,audio_features,01UYpHuzHi4eB9PAbDoPY2,spotify:track:01UYpHuzHi4eB9PAbDoPY2,https://api.spotify.com/v1/tracks/01UYpHuzHi4eB9PAbDoPY2,https://api.spotify.com/v1/audio-analysis/01UYpHuzHi4eB9PAbDoPY2,205480,4
Chandelier,Sia,2s1sdSqGcKxpPr5lCl7jAV,72,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,audio_features,2s1sdSqGcKxpPr5lCl7jAV,spotify:track:2s1sdSqGcKxpPr5lCl7jAV,https://api.spotify.com/v1/tracks/2s1sdSqGcKxpPr5lCl7jAV,https://api.spotify.com/v1/audio-analysis/2s1sdSqGcKxpPr5lCl7jAV,216120,5
Patience,Guns N' Roses,2uKcU4FPX5eOjmd6RWb9OF,52,0.458,0.265,6,-14.452,1,0.0313,0.723,0.000254,0.192,0.352,120.411,audio_features,2uKcU4FPX5eOjmd6RWb9OF,spotify:track:2uKcU4FPX5eOjmd6RWb9OF,https://api.spotify.com/v1/tracks/2uKcU4FPX5eOjmd6RWb9OF,https://api.spotify.com/v1/audio-analysis/2uKcU4FPX5eOjmd6RWb9OF,354400,4
