song_name,name,song_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
(I've Had) The Time of My Life,Jennifer Warnes,5UqqOfFa9DYXALpCCF8VwB,0,0.697,0.665,6,-12.907,0,0.0412,0.0476,0.00665,0.0796,0.485,108.535,audio_features,5UqqOfFa9DYXALpCCF8VwB,spotify:track:5UqqOfFa9DYXALpCCF8VwB,https://api.spotify.com/v1/tracks/5UqqOfFa9DYXALpCCF8VwB,https://api.spotify.com/v1/audio-analysis/5UqqOfFa9DYXALpCCF8VwB,289680,4
Looking Out My Backdoor (Live),Creedence Clearwater Revisited,1qQK9OmiVtw7tyliCfb57Y,5,0.603,0.903,5,-4.993,1,0.0591,0.15,0.0,0.988,0.873,99.733,audio_features,1qQK9OmiVtw7tyliCfb57Y,spotify:track:1qQK9OmiVtw7tyliCfb57Y,https://api.spotify.com/v1/tracks/1qQK9OmiVtw7tyliCfb57Y,https://api.spotify.com/v1/audio-analysis/1qQK9OmiVtw7tyliCfb57Y,164600,4
Do You Really Want To Hurt Me,Culture Club,1I6q6nwNjNgik1Qe8Oi0Y7,68,0.744,0.376,4,-14.996,0,0.0366,0.0815,0.0,0.108,0.42,100.78,audio_features,1I6q6nwNjNgik1Qe8Oi0Y7,spotify:track:1I6q6nwNjNgik1Qe8Oi0Y7,https://api.spotify.com/v1/tracks/1I6q6nwNjNgik1Qe8Oi0Y7,https://api.spotify.com/v1/audio-analysis/1I6q6nwNjNgik1Qe8Oi0Y7,262173,4
Dirty Deeds Done Dirt Cheap,AC/DC,2d4e45fmUnguxh6yqC7gNT,74,0.668,0.906,11,-4.881,0,0.17,0.214,0.00245,0.135,0.507,135.653,audio_features,2d4e45fmUnguxh6yqC7gNT,spotify:track:2d4e45fmUnguxh6yqC7gNT,https://api.spotify.com/v1/tracks/2d4e45fmUnguxh6yqC7gNT,https://api.spotify.com/v1/audio-analysis/2d4e45fmUnguxh6yqC7gNT,231933,4
(Everything I Do) I Do It For You,Bryan Adams,76qB2ZEZlEJAMqMqUjKusp,0,0.52,0.363,1,-12.655,1,0.0286,0.0752,1.13e-05,0.0609,0.273,131.224,audio_features,76qB2ZEZlEJAMqMqUjKusp,spotify:track:76qB2ZEZlEJAMqMqUjKusp,https://api.spotify.com/v1/tracks/76qB2ZEZlEJAMqMqUjKusp,https://api.spotify.com/v1/audio-analysis/76qB2ZEZlEJAMqMqUjKusp,393640,4
Ego Is Not a Dirty Word - 2015 Remaster,Skyhooks,59K9yYUeWugjFbyRnbbGQA,23,0.422,0.872,5,-3.071,0,0.0478,0.553,1.51e-06,0.347,0.867,150.885,audio_features,59K9yYUeWugjFbyRnbbGQA,spotify:track:59K9yYUeWugjFbyRnbbGQA,https://api.spotify.com/v1/tracks/59K9yYUeWugjFbyRnbbGQA,https://api.spotify.com/v1/audio-analysis/59K9yYUeWugjFbyRnbbGQA,176987,4
Nothing Else Matters,Metallica,1znPMY3zq78mVuTAmOA9O7,0,0.553,0.362,4,-11.218,0,0.0263,0.0458,6.01e-06,0.075,0.158,142.352,audio_features,1znPMY3zq78mVuTAmOA9O7,spotify:track:1znPMY3zq78mVuTAmOA9O7,https://api.spotify.com/v1/tracks/1znPMY3zq78mVuTAmOA9O7,https://api.spotify.com/v1/audio-analysis/1znPMY3zq78mVuTAmOA9O7,388267,3
Brass in Pocket,Pretenders,6YrHQ3Uv9YXK2gJNVTlT8P,50,0.766,0.655,9,-6.676,1,0.0324,0.721,0.0,0.243,0.815,97.771,audio_features,6YrHQ3Uv9YXK2gJNVTlT8P,spotify:track:6YrHQ3Uv9YXK2gJNVTlT8P,https://api.spotify.com/v1/tracks/6YrHQ3Uv9YXK2gJNVTlT8P,https://api.spotify.com/v1/audio-analysis/6YrHQ3Uv9YXK2gJNVTlT8P,184093,4
Every 1's a Winner,Hot Chocolate,6qNa9AhOat3HHYWF0L7J7F,40,0.712,0.546,10,-8.292,1,0.0316,0.153,0.0186,0.119,0.912,107.936,audio_features,6qNa9AhOat3HHYWF0L7J7F,spotify:track:6qNa9AhOat3HHYWF0L7J7F,https://api.spotify.com/v1/tracks/6qNa9AhOat3HHYWF0L7J7F,https://api.spotify.com/v1/audio-analysis/6qNa9AhOat3HHYWF0L7J7F,243200,4
Good Times,Jimmy Barnes,1f10VvKPbV21VcPYti2D5n,0,0.46,0.992,7,-5.064,1,0.0732,0.09,0.025,0.323,0.722,156.417,audio_features,1f10VvKPbV21VcPYti2D5n,spotify:track:1f10VvKPbV21VcPYti2D5n,https://api.spotify.com/v1/tracks/1f10VvKPbV21VcPYti2D5n,https://api.spotify.com/v1/audio-analysis/1f10VvKPbV21VcPYti2D5n,233093,4
More Than Words,Extreme,0JVOH4v8cUn5jyhwvuriAb,0,0.403,0.134,6,-14.955,1,0.0353,0.469,0.0,0.113,0.258,182.894,audio_features,0JVOH4v8cUn5jyhwvuriAb,spotify:track:0JVOH4v8cUn5jyhwvuriAb,https://api.spotify.com/v1/tracks/0JVOH4v8cUn5jyhwvuriAb,https://api.spotify.com/v1/audio-analysis/0JVOH4v8cUn5jyhwvuriAb,334000,4
The Tide Is High,Blondie,52Rp3xBJFYYdmpgzDy0Quf,61,0.779,0.676,11,-7.258,1,0.0259,0.0417,0.032,0.125,0.962,96.961,audio_features,52Rp3xBJFYYdmpgzDy0Quf,spotify:track:52Rp3xBJFYYdmpgzDy0Quf,https://api.spotify.com/v1/tracks/52Rp3xBJFYYdmpgzDy0Quf,https://api.spotify.com/v1/audio-analysis/52Rp3xBJFYYdmpgzDy0Quf,232733,4
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,7r5bS08R8d0jZuDZutVeHQ,0,0.744,0.495,10,-9.615,1,0.0402,0.0162,0.00825,0.177,0.53,119.541,audio_features,7r5bS08R8d0jZuDZutVeHQ,spotify:track:7r5bS08R8d0jZuDZutVeHQ,https://api.spotify.com/v1/tracks/7r5bS08R8d0jZuDZutVeHQ,https://api.spotify.com/v1/audio-analysis/7r5bS08R8d0jZuDZutVeHQ,294347,4
Hurricane,Bob Dylan,1lqMLr9Wj7SM2F9AikGcxN,66,0.509,0.827,0,-7.715,1,0.0782,0.0409,0.0,0.12,0.743,135.601,audio_features,1lqMLr9Wj7SM2F9AikGcxN,spotify:track:1lqMLr9Wj7SM2F9AikGcxN,https://api.spotify.com/v1/tracks/1lqMLr9Wj7SM2F9AikGcxN,https://api.spotify.com/v1/audio-analysis/1lqMLr9Wj7SM2F9AikGcxN,512733,4
By the Way,Red Hot Chili Peppers,1f2V8U1BiWaC9aJWmpOARe,75,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,audio_features,1f2V8U1BiWaC9aJWmpOARe,spotify:track:1f2V8U1BiWaC9aJWmpOARe,https://api.spotify.com/v1/tracks/1f2V8U1BiWaC9aJWmpOARe,https://api.spotify.com/v1/audio-analysis/1f2V8U1BiWaC9aJWmpOARe,216933,4
China Girl - 2002 Remaster,David Bowie,7Dy1LOaEeuYOEe5k17T3Rh,50,0.646,0.633,7,-10.09,1,0.0274,0.0155,0.0282,0.107,0.874,134.357,audio_features,7Dy1LOaEeuYOEe5k17T3Rh,spotify:track:7Dy1LOaEeuYOEe5k17T3Rh,https://api.spotify.com/v1/tracks/7Dy1LOaEeuYOEe5k17T3Rh,https://api.spotify.com/v1/audio-analysis/7Dy1LOaEeuYOEe5k17T3Rh,257000,4
Give Me One Reason,Tracy Chapman,4vDBJeeQCbhP9FaPPMsYkY,72,0.608,0.419,11,-10.016,1,0.0331,0.602,7.58e-06,0.108,0.602,100.22,audio_features,4vDBJeeQCbhP9FaPPMsYkY,spotify:track:4vDBJeeQCbhP9FaPPMsYkY,https://api.spotify.com/v1/tracks/4vDBJeeQCbhP9FaPPMsYkY,https://api.spotify.com/v1/audio-analysis/4vDBJeeQCbhP9FaPPMsYkY,268333,4
Who Are You,The Who,3x2bXiU0o4WbsPkawXlfDA,0,0.651,0.661,9,-11.405,1,0.0511,0.265,0.00313,0.106,0.489,156.371,audio_features,3x2bXiU0o4WbsPkawXlfDA,spotify:track:3x2bXiU0o4WbsPkawXlfDA,https://api.spotify.com/v1/tracks/3x2bXiU0o4WbsPkawXlfDA,https://api.spotify.com/v1/audio-analysis/3x2bXiU0o4WbsPkawXlfDA,378707,4
Brick,Ben Folds Five,4jKq1e80xAYixkIwt6YyV1,53,0.542,0.454,2,-10.247,1,0.025,0.645,0.00279,0.15,0.267,96.881,audio_features,4jKq1e80xAYixkIwt6YyV1,spotify:track:4jKq1e80xAYixkIwt6YyV1,https://api.spotify.com/v1/tracks/4jKq1e80xAYixkIwt6YyV1,https://api.spotify.com/v1/audio-analysis/4jKq1e80xAYixkIwt6YyV1,271720,4
Constant Craving,k.d. lang,0wCrg1LhgPcGMw51qqpI6k,55,0.6,0.77,5,-5.559,0,0.0302,0.0603,4.79e-06,0.0967,0.321,128.473,audio_features,0wCrg1LhgPcGMw51qqpI6k,spotify:track:0wCrg1LhgPcGMw51qqpI6k,https://api.spotify.com/v1/tracks/0wCrg1LhgPcGMw51qqpI6k,https://api.spotify.com/v1/audio-analysis/0wCrg1LhgPcGMw51qqpI6k,277240,4
High And Dry,Radiohead,5jafMI8FLibnjkYTZ33m0c,0,0.418,0.383,4,-11.782,1,0.0257,0.0718,0.0177,0.0896,0.352,87.773,audio_features,5jafMI8FLibnjkYTZ33m0c,spotify:track:5jafMI8FLibnjkYTZ33m0c,https://api.spotify.com/v1/tracks/5jafMI8FLibnjkYTZ33m0c,https://api.spotify.com/v1/audio-analysis/5jafMI8FLibnjkYTZ33m0c,257480,4
Zombie,The Cranberries,6xy6jNeNTYwjnKTDzMyHw2,0,0.309,0.649,7,-8.994,1,0.035,0.0158,0.00595,0.367,0.313,166.915,audio_features,6xy6jNeNTYwjnKTDzMyHw2,spotify:track:6xy6jNeNTYwjnKTDzMyHw2,https://api.spotify.com/v1/tracks/6xy6jNeNTYwjnKTDzMyHw2,https://api.spotify.com/v1/audio-analysis/6xy6jNeNTYwjnKTDzMyHw2,306440,4
Son Of A Preacher Man,Dusty Springfield,0scrtPmtlIVwwk9s4LXJ8n,58,0.367,0.472,9,-11.902,1,0.0689,0.195,0.0,0.0874,0.761,179.686,audio_features,0scrtPmtlIVwwk9s4LXJ8n,spotify:track:0scrtPmtlIVwwk9s4LXJ8n,https://api.spotify.com/v1/tracks/0scrtPmtlIVwwk9s4LXJ8n,https://api.spotify.com/v1/audio-analysis/0scrtPmtlIVwwk9s4LXJ8n,146627,4
YMCA - Original Version 1978,Village People,54OR1VDpfkBuOY5zZjhZAY,70,0.723,0.969,6,-4.516,1,0.142,0.0643,0.0,0.115,0.728,126.653,audio_features,54OR1VDpfkBuOY5zZjhZAY,spotify:track:54OR1VDpfkBuOY5zZjhZAY,https://api.spotify.com/v1/tracks/54OR1VDpfkBuOY5zZjhZAY,https://api.spotify.com/v1/audio-analysis/54OR1VDpfkBuOY5zZjhZAY,286800,4
Papa Don't Preach,Madonna,0Oa9Qtd0FuhcmLi3sWTF9F,48,0.796,0.908,5,-3.523,0,0.0326,0.553,0.0,0.04,0.962,121.975,audio_features,0Oa9Qtd0FuhcmLi3sWTF9F,spotify:track:0Oa9Qtd0FuhcmLi3sWTF9F,https://api.spotify.com/v1/tracks/0Oa9Qtd0FuhcmLi3sWTF9F,https://api.spotify.com/v1/audio-analysis/0Oa9Qtd0FuhcmLi3sWTF9F,269573,4
Morning Glory - Remastered,Oasis,0awZMpokrVSdvtYe1MdcWM,49,0.33,0.983,0,-3.038,1,0.0932,0.0664,4.68e-05,0.491,0.0968,136.952,audio_features,0awZMpokrVSdvtYe1MdcWM,spotify:track:0awZMpokrVSdvtYe1MdcWM,https://api.spotify.com/v1/tracks/0awZMpokrVSdvtYe1MdcWM,https://api.spotify.com/v1/audio-analysis/0awZMpokrVSdvtYe1MdcWM,303320,4
Tainted Love,Soft Cell,0cGG2EouYCEEC3xfa0tDFV,81,0.5,0.501,0,-8.284,0,0.0376,0.462,0.0,0.26,0.623,144.438,audio_features,0cGG2EouYCEEC3xfa0tDFV,spotify:track:0cGG2EouYCEEC3xfa0tDFV,https://api.spotify.com/v1/tracks/0cGG2EouYCEEC3xfa0tDFV,https://api.spotify.com/v1/audio-analysis/0cGG2EouYCEEC3xfa0tDFV,153800,4
I See Red,Split Enz,4Vc8S0x1yPmGmlYsFNScEn,0,0.372,0.957,0,-4.761,1,0.0853,0.00171,2.72e-06,0.877,0.588,175.59,audio_features,4Vc8S0x1yPmGmlYsFNScEn,spotify:track:4Vc8S0x1yPmGmlYsFNScEn,https://api.spotify.com/v1/tracks/4Vc8S0x1yPmGmlYsFNScEn,https://api.spotify.com/v1/audio-analysis/4Vc8S0x1yPmGmlYsFNScEn,259213,4
Where The Streets Have No Name - Remastered 2007,U2,08VathPRD6nlITJ2uBDVG4,0,0.492,0.709,2,-9.66,1,0.0359,0.0113,0.00564,0.153,0.264,125.799,audio_features,08VathPRD6nlITJ2uBDVG4,spotify:track:08VathPRD6nlITJ2uBDVG4,https://api.spotify.com/v1/tracks/08VathPRD6nlITJ2uBDVG4,https://api.spotify.com/v1/audio-analysis/08VathPRD6nlITJ2uBDVG4,336613,4
Baby Love - Mono,The Supremes,4YjR1uwtJGUs0sJiQIwcHZ,0,0.576,0.686,0,-6.599,1,0.038,0.76,0.0,0.397,0.633,135.602,audio_features,4YjR1uwtJGUs0sJiQIwcHZ,spotify:track:4YjR1uwtJGUs0sJiQIwcHZ,https://api.spotify.com/v1/tracks/4YjR1uwtJGUs0sJiQIwcHZ,https://api.spotify.com/v1/audio-analysis/4YjR1uwtJGUs0sJiQIwcHZ,158973,4
Set Fire to the Rain,Adele,5PKWUDfQFtc5qqo8cs1gQp,0,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.66e-06,0.112,0.445,107.995,audio_features,5PKWUDfQFtc5qqo8cs1gQp,spotify:track:5PKWUDfQFtc5qqo8cs1gQp,https://api.spotify.com/v1/tracks/5PKWUDfQFtc5qqo8cs1gQp,https://api.spotify.com/v1/audio-analysis/5PKWUDfQFtc5qqo8cs1gQp,242974,4
Even Flow,Pearl Jam,6QewNVIDKdSl8Y3ycuHIei,79,0.394,0.944,10,-6.506,0,0.0761,0.00178,4.54e-06,0.298,0.265,105.338,audio_features,6QewNVIDKdSl8Y3ycuHIei,spotify:track:6QewNVIDKdSl8Y3ycuHIei,https://api.spotify.com/v1/tracks/6QewNVIDKdSl8Y3ycuHIei,https://api.spotify.com/v1/audio-analysis/6QewNVIDKdSl8Y3ycuHIei,292581,4
I Shot The Sheriff,The Wailers,7bnRX1ObyGzzSuOWrNFLWw,0,0.799,0.641,8,-9.33,1,0.171,0.313,2.22e-05,0.0704,0.719,96.806,audio_features,7bnRX1ObyGzzSuOWrNFLWw,spotify:track:7bnRX1ObyGzzSuOWrNFLWw,https://api.spotify.com/v1/tracks/7bnRX1ObyGzzSuOWrNFLWw,https://api.spotify.com/v1/audio-analysis/7bnRX1ObyGzzSuOWrNFLWw,281027,4
It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,2oSpQ7QtIKTNFfA08Cy0ku,68,0.381,0.894,7,-8.638,1,0.037,0.0258,0.0,0.0251,0.797,205.528,audio_features,2oSpQ7QtIKTNFfA08Cy0ku,spotify:track:2oSpQ7QtIKTNFfA08Cy0ku,https://api.spotify.com/v1/tracks/2oSpQ7QtIKTNFfA08Cy0ku,https://api.spotify.com/v1/audio-analysis/2oSpQ7QtIKTNFfA08Cy0ku,246933,4
"I'd Do Anything For Love (But I Won't Do That) - Live From The Beacon Theatre, New York, U.S.A./1995",Meat Loaf,6fqLce5TNAmNgbFwXD2DdG,55,0.265,0.553,0,-10.198,1,0.0702,0.727,0.0,0.983,0.237,76.115,audio_features,6fqLce5TNAmNgbFwXD2DdG,spotify:track:6fqLce5TNAmNgbFwXD2DdG,https://api.spotify.com/v1/tracks/6fqLce5TNAmNgbFwXD2DdG,https://api.spotify.com/v1/audio-analysis/6fqLce5TNAmNgbFwXD2DdG,329400,4
I Want Your Sex - Pts. 1 & 2 Remastered,George Michael,6QnFHieoch6U9J8zfv6hml,50,0.812,0.6,10,-13.418,0,0.0538,0.00509,0.0248,0.0465,0.8,99.189,audio_features,6QnFHieoch6U9J8zfv6hml,spotify:track:6QnFHieoch6U9J8zfv6hml,https://api.spotify.com/v1/tracks/6QnFHieoch6U9J8zfv6hml,https://api.spotify.com/v1/audio-analysis/6QnFHieoch6U9J8zfv6hml,557293,4
The Ship Song - 2010 Remastered Version,Nick Cave & The Bad Seeds,3Ybl3DyPcWsz5ZCliEo3l1,1,0.318,0.412,7,-10.364,1,0.0303,0.271,0.0,0.0959,0.125,142.287,audio_features,3Ybl3DyPcWsz5ZCliEo3l1,spotify:track:3Ybl3DyPcWsz5ZCliEo3l1,https://api.spotify.com/v1/tracks/3Ybl3DyPcWsz5ZCliEo3l1,https://api.spotify.com/v1/audio-analysis/3Ybl3DyPcWsz5ZCliEo3l1,314147,4
Kokomo,The Beach Boys,0NqQmmLEN9rlnkh2JW0UIs,0,0.393,0.714,11,-8.521,1,0.0374,0.159,2.49e-06,0.312,0.769,115.514,audio_features,0NqQmmLEN9rlnkh2JW0UIs,spotify:track:0NqQmmLEN9rlnkh2JW0UIs,https://api.spotify.com/v1/tracks/0NqQmmLEN9rlnkh2JW0UIs,https://api.spotify.com/v1/audio-analysis/0NqQmmLEN9rlnkh2JW0UIs,166520,4
Daydream Believer,The Monkees,7uEcCGtM1FBBGIhPozhJjv,68,0.51,0.488,7,-10.304,1,0.0304,0.256,0.0,0.11,0.649,125.683,audio_features,7uEcCGtM1FBBGIhPozhJjv,spotify:track:7uEcCGtM1FBBGIhPozhJjv,https://api.spotify.com/v1/tracks/7uEcCGtM1FBBGIhPozhJjv,https://api.spotify.com/v1/audio-analysis/7uEcCGtM1FBBGIhPozhJjv,179613,4
Should I Stay or Should I Go - Remastered,The Clash,39shmbIHICJ2Wxnk1fPSdz,82,0.743,0.836,2,-6.465,1,0.116,0.0804,0.0,0.384,0.82,113.375,audio_features,39shmbIHICJ2Wxnk1fPSdz,spotify:track:39shmbIHICJ2Wxnk1fPSdz,https://api.spotify.com/v1/tracks/39shmbIHICJ2Wxnk1fPSdz,https://api.spotify.com/v1/audio-analysis/39shmbIHICJ2Wxnk1fPSdz,188987,4
Summer Nights - From “Grease” Soundtrack,John Travolta,541dIJFHxpeCMVWydZ5Lzw,0,0.733,0.743,2,-6.148,1,0.055,0.663,4.18e-05,0.158,0.571,124.287,audio_features,541dIJFHxpeCMVWydZ5Lzw,spotify:track:541dIJFHxpeCMVWydZ5Lzw,https://api.spotify.com/v1/tracks/541dIJFHxpeCMVWydZ5Lzw,https://api.spotify.com/v1/audio-analysis/541dIJFHxpeCMVWydZ5Lzw,214920,4
Summer Nights - From “Grease” Soundtrack,Olivia Newton-John,541dIJFHxpeCMVWydZ5Lzw,0,0.733,0.743,2,-6.148,1,0.055,0.663,4.18e-05,0.158,0.571,124.287,audio_features,541dIJFHxpeCMVWydZ5Lzw,spotify:track:541dIJFHxpeCMVWydZ5Lzw,https://api.spotify.com/v1/tracks/541dIJFHxpeCMVWydZ5Lzw,https://api.spotify.com/v1/audio-analysis/541dIJFHxpeCMVWydZ5Lzw,214920,4
Sisters Are Doin' It for Themselves - Remastered,Eurythmics,5lJfJhwWUSaIlMPsHN06tk,36,0.656,0.908,0,-5.786,0,0.0417,0.0215,0.0,0.18,0.961,136.22,audio_features,5lJfJhwWUSaIlMPsHN06tk,spotify:track:5lJfJhwWUSaIlMPsHN06tk,https://api.spotify.com/v1/tracks/5lJfJhwWUSaIlMPsHN06tk,https://api.spotify.com/v1/audio-analysis/5lJfJhwWUSaIlMPsHN06tk,294160,4
Sisters Are Doin' It for Themselves - Remastered,Annie Lennox,5lJfJhwWUSaIlMPsHN06tk,36,0.656,0.908,0,-5.786,0,0.0417,0.0215,0.0,0.18,0.961,136.22,audio_features,5lJfJhwWUSaIlMPsHN06tk,spotify:track:5lJfJhwWUSaIlMPsHN06tk,https://api.spotify.com/v1/tracks/5lJfJhwWUSaIlMPsHN06tk,https://api.spotify.com/v1/audio-analysis/5lJfJhwWUSaIlMPsHN06tk,294160,4
Sisters Are Doin' It for Themselves - Remastered,Dave Stewart,5lJfJhwWUSaIlMPsHN06tk,36,0.656,0.908,0,-5.786,0,0.0417,0.0215,0.0,0.18,0.961,136.22,audio_features,5lJfJhwWUSaIlMPsHN06tk,spotify:track:5lJfJhwWUSaIlMPsHN06tk,https://api.spotify.com/v1/tracks/5lJfJhwWUSaIlMPsHN06tk,https://api.spotify.com/v1/audio-analysis/5lJfJhwWUSaIlMPsHN06tk,294160,4
Sisters Are Doin' It for Themselves - Remastered,Aretha Franklin,5lJfJhwWUSaIlMPsHN06tk,36,0.656,0.908,0,-5.786,0,0.0417,0.0215,0.0,0.18,0.961,136.22,audio_features,5lJfJhwWUSaIlMPsHN06tk,spotify:track:5lJfJhwWUSaIlMPsHN06tk,https://api.spotify.com/v1/tracks/5lJfJhwWUSaIlMPsHN06tk,https://api.spotify.com/v1/audio-analysis/5lJfJhwWUSaIlMPsHN06tk,294160,4
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,225xvV8r1yKMHErSWivnow,73,0.383,0.662,2,-5.162,1,0.0333,0.165,0.0,0.248,0.138,121.154,audio_features,225xvV8r1yKMHErSWivnow,spotify:track:225xvV8r1yKMHErSWivnow,https://api.spotify.com/v1/tracks/225xvV8r1yKMHErSWivnow,https://api.spotify.com/v1/audio-analysis/225xvV8r1yKMHErSWivnow,298760,4
Oliver's Army,Elvis Costello & The Attractions,2562d0NXwYOKAsDP0ABMX7,0,0.523,0.809,4,-7.016,1,0.0302,0.134,0.0,0.195,0.912,143.223,audio_features,2562d0NXwYOKAsDP0ABMX7,spotify:track:2562d0NXwYOKAsDP0ABMX7,https://api.spotify.com/v1/tracks/2562d0NXwYOKAsDP0ABMX7,https://api.spotify.com/v1/audio-analysis/2562d0NXwYOKAsDP0ABMX7,179653,4
Toy Soldiers,Martika,6YHpaawV0C88rwt2bQE6jV,0,0.522,0.441,1,-11.703,0,0.028,0.416,0.0,0.22,0.199,130.133,audio_features,6YHpaawV0C88rwt2bQE6jV,spotify:track:6YHpaawV0C88rwt2bQE6jV,https://api.spotify.com/v1/tracks/6YHpaawV0C88rwt2bQE6jV,https://api.spotify.com/v1/audio-analysis/6YHpaawV0C88rwt2bQE6jV,287533,4
I Gotta Feeling,Black Eyed Peas,70cTMpcgWMcR18t9MRJFjB,0,0.743,0.766,0,-6.375,1,0.0265,0.0873,0.0,0.509,0.61,127.96,audio_features,70cTMpcgWMcR18t9MRJFjB,spotify:track:70cTMpcgWMcR18t9MRJFjB,https://api.spotify.com/v1/tracks/70cTMpcgWMcR18t9MRJFjB,https://api.spotify.com/v1/audio-analysis/70cTMpcgWMcR18t9MRJFjB,289133,4
Saturday Night,Cold Chisel,2GAcmsgBScPDaxw6tE9hww,0,0.62,0.532,5,-5.936,1,0.0285,0.223,0.0,0.325,0.462,90.532,audio_features,2GAcmsgBScPDaxw6tE9hww,spotify:track:2GAcmsgBScPDaxw6tE9hww,https://api.spotify.com/v1/tracks/2GAcmsgBScPDaxw6tE9hww,https://api.spotify.com/v1/audio-analysis/2GAcmsgBScPDaxw6tE9hww,261569,4
Sweet Home Alabama,Lynyrd Skynyrd,4CJVkjo5WpmUAKp3R44LNb,0,0.597,0.605,7,-12.013,1,0.0255,0.181,0.000331,0.118,0.886,97.782,audio_features,4CJVkjo5WpmUAKp3R44LNb,spotify:track:4CJVkjo5WpmUAKp3R44LNb,https://api.spotify.com/v1/tracks/4CJVkjo5WpmUAKp3R44LNb,https://api.spotify.com/v1/audio-analysis/4CJVkjo5WpmUAKp3R44LNb,281147,4
Bad Medicine,Bon Jovi,7Le8BxBqidxMRbK6QS6DRt,0,0.53,0.979,9,-2.092,1,0.0368,0.0231,0.0,0.0797,0.845,118.652,audio_features,7Le8BxBqidxMRbK6QS6DRt,spotify:track:7Le8BxBqidxMRbK6QS6DRt,https://api.spotify.com/v1/tracks/7Le8BxBqidxMRbK6QS6DRt,https://api.spotify.com/v1/audio-analysis/7Le8BxBqidxMRbK6QS6DRt,316520,4
Chains,Tina Arena,397sjadktaQXJbur7QFdNO,47,0.684,0.464,0,-9.37,0,0.0298,0.267,0.00103,0.0994,0.55,92.132,audio_features,397sjadktaQXJbur7QFdNO,spotify:track:397sjadktaQXJbur7QFdNO,https://api.spotify.com/v1/tracks/397sjadktaQXJbur7QFdNO,https://api.spotify.com/v1/audio-analysis/397sjadktaQXJbur7QFdNO,262133,4
Glory Days,Bruce Springsteen,2Y90nL1ohB4sgYELDs7uNx,70,0.574,0.96,9,-4.906,1,0.032,0.0457,0.0,0.121,0.978,117.486,audio_features,2Y90nL1ohB4sgYELDs7uNx,spotify:track:2Y90nL1ohB4sgYELDs7uNx,https://api.spotify.com/v1/tracks/2Y90nL1ohB4sgYELDs7uNx,https://api.spotify.com/v1/audio-analysis/2Y90nL1ohB4sgYELDs7uNx,254733,4
Apologize,OneRepublic,6fOPuabPdAJ0HgqJFcDGb1,0,0.593,0.74,8,-6.12,1,0.0339,0.363,2.22e-05,0.102,0.502,118.008,audio_features,6fOPuabPdAJ0HgqJFcDGb1,spotify:track:6fOPuabPdAJ0HgqJFcDGb1,https://api.spotify.com/v1/tracks/6fOPuabPdAJ0HgqJFcDGb1,https://api.spotify.com/v1/audio-analysis/6fOPuabPdAJ0HgqJFcDGb1,208107,4
Jumpin' Jack Flash,The Rolling Stones,269rUyj7DapVabdn6Fuz2M,0,0.569,0.896,3,-9.068,1,0.0634,0.0602,0.31,0.0723,0.711,137.292,audio_features,269rUyj7DapVabdn6Fuz2M,spotify:track:269rUyj7DapVabdn6Fuz2M,https://api.spotify.com/v1/tracks/269rUyj7DapVabdn6Fuz2M,https://api.spotify.com/v1/audio-analysis/269rUyj7DapVabdn6Fuz2M,221747,4
The Final Countdown,Europe,3MrRksHupTVEQ7YbA0FsZK,77,0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,audio_features,3MrRksHupTVEQ7YbA0FsZK,spotify:track:3MrRksHupTVEQ7YbA0FsZK,https://api.spotify.com/v1/tracks/3MrRksHupTVEQ7YbA0FsZK,https://api.spotify.com/v1/audio-analysis/3MrRksHupTVEQ7YbA0FsZK,310333,4
Black or White - Remastered Version,Michael Jackson,2PdFSWL1Zpg0lRnujLnNJJ,42,0.52,0.86,9,-5.639,1,0.0817,0.118,0.072,0.072,0.878,114.999,audio_features,2PdFSWL1Zpg0lRnujLnNJJ,spotify:track:2PdFSWL1Zpg0lRnujLnNJJ,https://api.spotify.com/v1/tracks/2PdFSWL1Zpg0lRnujLnNJJ,https://api.spotify.com/v1/audio-analysis/2PdFSWL1Zpg0lRnujLnNJJ,256280,4
Shout,Tears For Fears,5TXAySV8WBjAIMg3lPDCLN,0,0.509,0.935,0,-11.081,1,0.0411,0.178,5.21e-05,0.119,0.527,97.921,audio_features,5TXAySV8WBjAIMg3lPDCLN,spotify:track:5TXAySV8WBjAIMg3lPDCLN,https://api.spotify.com/v1/tracks/5TXAySV8WBjAIMg3lPDCLN,https://api.spotify.com/v1/audio-analysis/5TXAySV8WBjAIMg3lPDCLN,392676,4
